Seed,Star Count,这里是1.7+亮度的星系，看一轨能不能全球锅，2.04+亮度的星系，看一二轨能不能全球锅
82285916,63,
82312752,63,
82329066,63,
82331855,63,
82335931,63,
82374865,63,
82440014,63,
82442439,63,
82477894,63,
82534359,63,
82552016,63,
82563326,63,
82569114,63,
82614129,63,
82623793,63,
82663575,63,
82690397,63,
82714957,63,
82727097,63,
82770517,63,
82788832,63,
82797409,63,
82824128,63,
82854625,63,
82929512,63,
82968805,63,
83032998,63,
83043417,63,
83069502,63,
83082808,63,
83185128,63,
83273788,63,
83341003,63,
83341805,63,
83480522,63,
83582697,63,
83609160,63,
83695180,63,
83728629,63,
83800499,63,
83812704,63,
83847468,63,
83911428,63,
83988666,63,
84058885,63,
84127397,63,
84161499,63,
84209765,63,
84252150,63,
84302650,63,
84361848,63,
84468342,63,
84493760,63,
84521776,63,
84556139,63,
84627328,63,
84722652,63,
84777998,63,
84806107,63,
84807679,63,
84910078,63,
84975829,63,
85016684,63,
85111971,63,
85163488,63,
85189097,63,
85197697,63,
85199474,63,
85282043,63,
85351548,63,
85355312,63,
85452912,63,
85487676,63,
85505254,63,
85540163,63,
85549337,63,
85617928,63,
85638948,63,
85657244,63,
85661031,63,
85958062,63,
86087642,63,
86138814,63,
86147787,63,
86165510,63,
86198031,63,
86276332,63,
86282908,63,
86288607,63,
86392224,63,
86418099,63,
86457023,63,
86518796,63,
86568256,63,
86587639,63,
86590162,63,
86594723,63,
86616662,63,
86618896,63,
86656267,63,
86714747,63,
86760686,63,
86775363,63,
86782186,63,
86922512,63,
86958927,63,
87009194,63,
87048221,63,
87076204,63,
87176654,63,
87237489,63,
87249690,63,
87367424,63,
87375292,63,
87484715,63,
87570245,63,
87590668,63,
87691034,63,
87756416,63,
87782697,63,
87783807,63,
87784805,63,
87833020,63,
87916983,63,
87949896,63,
87968952,63,
88074817,63,
88144616,63,
88196907,63,
88233910,63,
88237804,63,
88346271,63,
88347381,63,
88403697,63,
88439203,63,
88456804,63,
88544778,63,
88579034,63,
88619213,63,
88723147,63,
88736117,63,
88746284,63,
88792139,63,
88800767,63,
88805851,63,
88814022,63,
88848068,63,
88870510,63,
88877119,63,
88921719,63,
88923496,63,
89035797,63,
89049261,63,
89095559,63,
89105927,63,
89114061,63,
89155070,63,
89180329,63,
89220667,63,
89276092,63,
89292630,63,
89295195,63,
89336745,63,
89393835,63,
89432648,63,
89446868,63,
89462324,63,
89495101,63,
89534506,63,
89629989,63,
89724077,63,
89773906,63,
89815344,63,
89906214,63,
89921134,63,
90002028,63,
90005997,63,
90049012,63,
90062649,63,
90129393,63,
90143030,63,
90170258,63,
90223505,63,
90236820,63,
90243102,63,
90296163,63,
90297380,63,
90355207,63,
90476784,63,
90556270,63,
90561899,63,
90595698,63,
90650400,63,
90742483,63,
90885845,63,
90910764,63,
90958610,63,
90986001,63,
91003206,63,
91032966,63,
91034780,63,
91063192,63,
91096450,63,
91141377,63,
91142748,63,
91143807,63,
91153125,63,
91153680,63,
91181514,63,
91233912,63,
91274954,63,
91277328,63,
91312022,63,
91397352,63,
91474226,63,
91502116,63,
91524157,63,
91609193,63,
91621272,63,
91706504,63,
91709596,63,
91784880,63,
91891183,63,
91899592,63,
91950507,63,
91968085,63,
91974470,63,
92075717,63,
92080479,63,
92109096,63,
92120653,63,
92123554,63,
92143963,63,
92146780,63,
92232963,63,
92263819,63,
92336440,63,
92418570,63,
92428821,63,
92518866,63,
92527690,63,
92618220,63,
92664518,63,
92679246,63,
92724826,63,
92729168,63,
92760131,63,
92828615,63,
92840797,63,
92897934,63,
92912280,63,
93077650,63,
93129643,63,
93190366,63,
93227490,63,
93344464,63,
93431617,63,
93459936,63,
93474632,63,
93484062,63,
93564224,63,
93573776,63,
93604030,63,
93646359,63,
93651116,63,
93661139,63,
93803246,63,
93817942,63,
93818245,63,
93848173,63,
93856997,63,
93885409,63,
94058018,63,
94062360,63,
94125984,63,
94135615,63,
94178224,63,
94182981,63,
94185625,63,
94225739,63,
94355240,63,
94355776,63,
94386632,63,
94403077,63,
94417437,63,
94443741,63,
94459393,63,
94460167,63,
94497515,63,
94577099,63,
94604177,63,
94632067,63,
94682637,63,
94691974,63,
94787135,63,
94789397,63,
94845363,63,
94911179,63,
94934820,63,
94937227,63,
95014796,63,
95028419,63,
95061863,63,
95164538,63,
95170988,63,
95182834,63,
95243105,63,
95246971,63,
95343191,63,
95455888,63,
95498040,63,
95518463,63,
95556851,63,
95701915,63,
95748171,63,
95817154,63,
95902684,63,
95962120,63,
95991190,63,
96155301,63,
96174936,63,
96184427,63,
96448601,63,
96583642,63,
96599308,63,
96792368,63,
96800315,63,
96878980,63,
96914850,63,
96932600,63,
96941951,63,
96982704,63,
97062185,63,
97070300,63,
97087603,63,
97107238,63,
97108819,63,
97146097,63,
97147221,63,
97269950,63,
97314835,63,
97352906,63,
97442307,63,
97460258,63,
97468513,63,
97480275,63,
97480975,63,
97523761,63,
97534996,63,
97544706,63,
97621837,63,
97643216,63,
97644713,63,
97656233,63,
97713738,63,
97830273,63,
98012597,63,
98040277,63,
98094671,63,
98117813,63,
98134827,63,
98170561,63,
98191502,63,
98219695,63,
98265167,63,
98338203,63,
98411094,63,
98432287,63,
98446087,63,
98447006,63,
98564824,63,
98638727,63,
98658856,63,
98808533,63,
98857284,63,
98898666,63,
99066896,63,
99093223,63,
99115008,63,
99118044,63,
99147011,63,
99234015,63,
99256164,63,
99275463,63,
99296809,63,
99323729,63,
99372951,63,
99373282,63,
99377783,63,
99417775,63,
99514359,63,
99541535,63,
99635311,63,
99688455,63,
99691785,63,
99694980,63,
99744496,63,
99753124,63,
99764616,63,
99766691,63,
99932780,63,
99934804,63,
99946543,63,
99947261,63,
99980906,63,
