种子ID,星区数量,磁石总数,蓝巨星总数,0型恒星总数
36980811,44,9,0,2
38463941,44,9,0,3
54329204,44,9,0,2
60232708,44,9,2,2
64717357,44,9,0,1
66560053,44,9,1,1
76856270,44,9,0,2
80606942,44,9,1,3
80633331,44,9,1,1
84753721,44,9,1,2
85408257,44,9,0,1
94944671,44,9,0,1
11158971,45,9,0,1
22435400,45,9,2,2
23507751,45,9,0,3
27363462,45,9,1,2
28346309,45,9,1,2
29365049,45,9,1,3
30798527,45,9,0,2
37411389,45,9,0,2
45788671,45,9,2,2
51366600,45,9,2,1
60232708,45,9,2,2
69714599,45,9,0,2
73567413,45,9,1,4
77666505,45,9,0,2
80606942,45,9,1,2
84753721,45,9,1,2
88113967,45,9,2,2
16082562,46,9,0,1
45788671,46,9,2,2
51893081,46,9,0,1
57693976,46,9,1,2
88010056,46,9,0,3
88505761,46,9,0,2
96820528,46,9,0,3
2073791,47,9,0,1
4576634,47,9,0,6
6095535,47,9,2,1
9176267,47,9,0,1
16082562,47,9,1,2
23149634,47,9,0,2
24809497,47,9,1,2
37283943,47,9,1,4
41653332,47,9,1,2
52762137,47,9,1,2
58812056,47,9,1,2
60327950,47,9,0,2
83078878,47,9,1,3
99036773,47,9,0,2
2601821,48,9,1,2
20488274,48,9,0,1
21510609,48,9,1,2
23292913,48,9,0,1
46094462,48,9,2,2
48806707,48,9,1,3
89285064,48,9,1,3
89731746,48,9,1,3
96951007,48,9,2,2
4316847,49,9,0,2
12949124,49,9,0,2
19216109,49,9,1,3
31654001,49,9,0,2
41653332,49,9,0,3
48806707,49,9,1,3
54329204,49,9,0,2
62940725,49,9,1,2
73737355,49,9,2,4
78729635,49,9,1,2
99307081,49,9,0,2
1869052,50,9,0,2
14426708,50,9,0,2
17237961,50,9,1,1
19216109,50,9,1,3
28002917,50,9,0,2
33283970,50,9,1,2
37140762,50,9,1,2
49997957,50,9,0,2
78338803,50,9,0,1
95554610,50,9,0,3
21039704,51,9,1,5
28002917,51,9,0,2
29120741,51,9,0,2
34567789,51,9,1,3
45688333,51,9,2,2
57693976,51,9,0,2
69714599,51,9,0,2
77132057,51,9,1,2
82763398,51,9,0,4
95477788,51,9,0,3
99307081,51,9,0,2
99529779,51,9,0,4
1357227,52,9,1,4
17671406,52,9,0,3
40128130,52,9,1,1
42872123,52,9,0,1
63008401,52,9,0,2
75825325,52,9,0,3
88984494,52,9,0,1
1357227,53,9,1,3
1430729,53,9,0,1
11602580,53,9,1,3
23531926,53,9,1,3
32770008,53,9,0,3
45859350,53,9,1,2
52924751,53,9,1,3
56640814,53,9,0,1
59978693,53,9,0,1
67352206,53,9,0,1
77498912,53,9,2,3
81088879,53,9,0,2
95134586,53,9,0,3
95477788,53,9,1,3
97802893,53,9,0,1
2019878,54,9,0,1
6483918,54,9,0,4
9103150,54,9,2,2
17139324,54,9,1,2
68442928,54,9,1,4
91078595,54,9,0,2
99659777,54,9,0,2
6483918,55,9,0,4
17139324,55,9,1,2
61206172,55,9,1,1
79994597,55,9,0,2
30053219,56,9,0,3
30098436,56,9,1,2
33844715,56,9,2,3
45228783,56,9,2,2
48976636,56,9,1,3
1683889,57,9,0,3
7974374,57,9,0,4
30053219,57,9,1,3
55607676,57,9,1,3
81088879,57,9,1,3
95477788,57,9,0,2
3812229,58,9,0,1
14011975,58,9,1,2
39578411,58,9,2,2
42145839,58,9,0,2
42155936,58,9,1,2
43553705,58,9,1,3
52503465,58,9,0,3
62439957,58,9,0,1
64215027,58,9,0,5
76906228,58,9,0,3
8000098,59,9,1,1
11512130,59,9,1,3
14011975,59,9,0,2
16453237,59,9,0,3
36733982,59,9,0,2
50030040,59,9,1,4
52503465,59,9,2,2
60486318,59,9,0,2
62535601,59,9,0,2
66779502,59,9,1,3
69343741,59,9,0,1
70265365,59,9,1,3
83380127,59,9,0,1
90355606,59,9,0,2
95595626,59,9,1,3
97802893,59,9,0,3
30593053,60,9,0,4
30795197,60,9,2,3
46203859,60,9,0,2
54891301,60,9,1,3
61043800,60,9,1,2
66779502,60,9,1,2
82168351,60,9,0,2
13289908,61,9,0,2
19522147,61,9,0,2
20767670,61,9,0,1
34761870,61,9,1,2
47068104,61,9,0,2
51952247,61,9,1,4
61856416,61,9,1,2
86273389,61,9,0,1
99626253,61,9,0,3
17214936,62,9,1,3
22643434,62,9,1,3
25818717,62,9,0,2
33332096,62,9,0,1
37864902,62,9,0,2
50030040,62,9,0,3
97152895,62,9,0,3
12966520,63,9,0,2
16453237,63,9,0,2
16812174,63,9,1,5
27347721,63,9,0,1
36445792,63,9,1,2
47568619,63,9,0,2
37134516,64,9,1,2
47568619,64,9,0,2
64436297,64,9,1,3
68565532,64,9,0,3
69578581,64,9,0,3
98207333,64,9,0,2
13430096,32,8,1,1
14267399,32,8,1,2
16107434,32,8,1,1
19548656,32,8,1,1
31443730,32,8,0,1
32724492,32,8,1,1
34145249,32,8,1,1
37413756,32,8,0,2
39425011,32,8,0,2
42958140,32,8,0,1
44155890,32,8,0,1
46575954,32,8,0,1
51342369,32,8,0,2
52008067,32,8,2,2
62424866,32,8,1,2
62550330,32,8,1,1
62805017,32,8,1,3
67169885,32,8,0,3
71683316,32,8,1,2
73521119,32,8,1,2
79989237,32,8,0,2
81863161,32,8,1,2
87283698,32,8,1,2
90410134,32,8,1,1
99673600,32,8,0,3
5494570,33,8,1,2
5761182,33,8,1,1
10364356,33,8,0,1
14686475,33,8,0,1
15247683,33,8,0,1
24412273,33,8,0,2
25698677,33,8,1,1
26227922,33,8,1,1
28188679,33,8,1,1
31204559,33,8,0,1
43022660,33,8,0,1
43305329,33,8,1,3
45409210,33,8,0,3
46157368,33,8,0,2
46301486,33,8,0,2
49599284,33,8,1,1
51865143,33,8,0,1
52942218,33,8,1,2
53664945,33,8,2,2
54074857,33,8,0,1
55190612,33,8,0,2
57328111,33,8,0,1
58717340,33,8,0,3
62798555,33,8,1,3
65551412,33,8,1,3
66338598,33,8,1,1
67229060,33,8,0,2
67315635,33,8,0,3
74851361,33,8,0,1
77352799,33,8,1,1
78657502,33,8,0,1
83435031,33,8,0,2
86444223,33,8,1,3
87840530,33,8,1,2
94027368,33,8,1,1
97924305,33,8,1,3
99673600,33,8,0,3
125991,34,8,0,2
3847346,34,8,0,2
4192972,34,8,1,3
4789257,34,8,1,1
31476545,34,8,1,2
36228480,34,8,0,1
40568984,34,8,0,2
43863652,34,8,1,1
56449542,34,8,0,1
56695642,34,8,0,1
59217632,34,8,1,1
65551412,34,8,2,2
67322705,34,8,0,2
68687822,34,8,0,2
68748918,34,8,0,1
69401234,34,8,0,1
81567670,34,8,0,1
83542572,34,8,1,1
88739126,34,8,0,1
89926386,34,8,1,1
90232170,34,8,0,1
90811157,34,8,0,1
92921119,34,8,2,1
93001263,34,8,1,2
95722614,34,8,0,2
8401650,35,8,1,2
8766456,35,8,1,2
10585794,35,8,0,1
14321086,35,8,1,2
15490431,35,8,0,2
18254827,35,8,0,2
18434267,35,8,0,1
19762749,35,8,0,1
29914129,35,8,0,1
31755318,35,8,0,2
45484832,35,8,0,1
51110822,35,8,0,2
53664945,35,8,1,2
56023096,35,8,0,1
57640720,35,8,1,1
61102871,35,8,1,1
61998914,35,8,0,2
64106600,35,8,1,3
66168504,35,8,1,2
71237410,35,8,2,1
75978767,35,8,0,1
80961715,35,8,0,1
89143734,35,8,0,3
90479876,35,8,1,2
97697985,35,8,0,2
14035954,36,8,1,2
14321086,36,8,1,2
15490431,36,8,0,2
25455897,36,8,1,3
26441166,36,8,0,3
34970858,36,8,0,1
44314852,36,8,0,2
50133141,36,8,0,1
65905744,36,8,0,2
68653374,36,8,1,1
75713116,36,8,1,3
75733867,36,8,1,2
81470887,36,8,2,3
82503017,36,8,1,1
82914925,36,8,1,2
83211624,36,8,0,2
85967058,36,8,0,2
89126941,36,8,0,2
90142061,36,8,1,2
90350133,36,8,0,3
91737169,36,8,0,2
95805032,36,8,0,1
98572812,36,8,0,1
99629220,36,8,0,1
99957422,36,8,1,1
15098452,37,8,0,1
17755689,37,8,0,1
22475911,37,8,1,2
23819996,37,8,2,1
25401484,37,8,1,1
26441166,37,8,0,3
28028911,37,8,1,1
30226747,37,8,1,3
35266032,37,8,2,1
37095612,37,8,1,2
37572916,37,8,0,2
40040321,37,8,0,2
46157368,37,8,1,3
47305940,37,8,0,1
56492392,37,8,0,1
59823316,37,8,1,1
60207228,37,8,2,5
62460558,37,8,1,3
68194873,37,8,1,3
75713116,37,8,1,3
77426877,37,8,1,2
79674554,37,8,2,1
82914925,37,8,1,2
89256777,37,8,0,1
89836843,37,8,0,1
92100865,37,8,1,3
4150175,38,8,0,4
5943316,38,8,0,2
6064665,38,8,1,1
6553502,38,8,0,1
12462330,38,8,0,2
22389825,38,8,0,2
29188244,38,8,0,1
30226747,38,8,0,3
33265442,38,8,0,1
36422556,38,8,0,2
37572916,38,8,0,2
43009585,38,8,0,1
47038724,38,8,1,3
54282086,38,8,0,2
61263073,38,8,1,1
62028350,38,8,0,2
64762291,38,8,0,4
68629158,38,8,0,1
69274751,38,8,0,4
72853703,38,8,0,2
76933927,38,8,0,2
77588511,38,8,1,1
86483094,38,8,0,2
88194428,38,8,1,2
95405346,38,8,1,1
5615479,39,8,0,2
5685811,39,8,0,3
12462330,39,8,0,2
12707209,39,8,0,3
22918307,39,8,0,2
30228914,39,8,0,2
34013518,39,8,1,1
35471859,39,8,1,1
39915082,39,8,0,1
40140469,39,8,1,3
43056143,39,8,0,4
50044592,39,8,0,1
56724827,39,8,0,2
62028350,39,8,0,2
68653374,39,8,0,2
83314091,39,8,0,1
87443967,39,8,0,2
87448258,39,8,0,1
92035773,39,8,0,2
1870854,40,8,0,2
12707209,40,8,0,2
22475911,40,8,0,2
28257935,40,8,0,2
32561086,40,8,1,1
33744324,40,8,0,2
37530699,40,8,1,2
55870163,40,8,0,3
56673294,40,8,2,3
62942672,40,8,0,3
68653374,40,8,0,2
89726014,40,8,0,1
91240779,40,8,1,1
93190503,40,8,1,1
2224771,41,8,2,2
6478086,41,8,0,2
24412273,41,8,0,2
35965143,41,8,0,2
40140469,41,8,0,2
45788671,41,8,1,2
55870163,41,8,0,3
57196777,41,8,0,1
59823316,41,8,1,2
61632040,41,8,0,1
62555877,41,8,0,1
62763856,41,8,1,1
73411242,41,8,1,1
74378832,41,8,1,1
76128466,41,8,0,2
86562562,41,8,1,2
92766680,41,8,0,1
4576634,42,8,0,3
6289105,42,8,1,1
8026820,42,8,0,1
11118342,42,8,1,2
18794637,42,8,1,2
21039704,42,8,0,3
21479032,42,8,1,1
26569234,42,8,1,2
27998763,42,8,0,4
29669972,42,8,1,1
37583876,42,8,0,2
45258030,42,8,0,3
56831069,42,8,0,4
59262384,42,8,0,1
60731985,42,8,1,1
61933031,42,8,0,2
68988287,42,8,0,1
69420107,42,8,0,3
79027472,42,8,0,1
85419457,42,8,0,1
86979530,42,8,0,1
92104505,42,8,1,2
12707209,43,8,0,2
14787844,43,8,1,2
22110363,43,8,0,3
35478858,43,8,1,1
37411389,43,8,0,2
38463941,43,8,0,3
39591283,43,8,0,2
43056143,43,8,1,4
45360760,43,8,1,3
57996271,43,8,0,2
61325828,43,8,1,2
62084204,43,8,0,2
64550740,43,8,0,3
81793047,43,8,1,3
83685852,43,8,0,2
84551347,43,8,2,1
89377264,43,8,0,2
19530723,44,8,1,2
34301674,44,8,1,2
35655648,44,8,1,1
46121172,44,8,0,2
49894059,44,8,0,1
64575432,44,8,0,2
68955244,44,8,0,1
69714599,44,8,0,2
72630315,44,8,1,2
84858334,44,8,0,3
1764349,45,8,1,1
18155083,45,8,0,1
21568329,45,8,1,1
28503992,45,8,0,2
42232592,45,8,0,1
49576119,45,8,1,2
50181736,45,8,0,1
67753674,45,8,0,2
81279125,45,8,1,2
86054608,45,8,0,3
96820528,45,8,0,3
14581971,46,8,1,1
14731078,46,8,1,2
16918002,46,8,0,1
25877255,46,8,1,1
27158832,46,8,1,3
27847916,46,8,1,2
38048497,46,8,1,3
48439342,46,8,1,2
64215027,46,8,1,3
67435847,46,8,0,3
83453451,46,8,0,2
95134586,46,8,0,3
3910390,47,8,2,1
17813923,47,8,0,4
24683471,47,8,1,2
34657370,47,8,0,2
57693976,47,8,0,2
61758655,47,8,0,2
66545247,47,8,1,2
69274751,47,8,1,4
74774475,47,8,0,2
2774952,48,8,0,1
22124736,48,8,1,3
29120741,48,8,0,2
33647156,48,8,1,1
36634027,48,8,0,3
42051939,48,8,1,1
53596518,48,8,2,3
53911967,48,8,1,4
56501632,48,8,1,3
56895998,48,8,0,1
77766491,48,8,0,3
1869052,49,8,0,2
7552052,49,8,0,1
10954375,49,8,1,1
17813923,49,8,1,4
22700910,49,8,0,2
27363462,49,8,0,3
29899883,49,8,1,2
33903682,49,8,2,2
37839075,49,8,1,1
58183686,49,8,1,2
63425627,49,8,0,3
72289835,49,8,0,1
80316696,49,8,0,2
81781744,49,8,0,1
85418790,49,8,1,1
87561780,49,8,0,1
2328173,50,8,0,2
15348099,50,8,1,2
17973147,50,8,1,3
31432838,50,8,0,1
31857066,50,8,1,2
42257330,50,8,1,3
53911967,50,8,1,4
58138497,50,8,0,1
58183686,50,8,1,2
65982236,50,8,1,2
84381877,50,8,1,3
96951007,50,8,0,3
4471216,51,8,0,2
13288357,51,8,0,1
26548984,51,8,0,2
29569026,51,8,1,2
38626644,51,8,1,3
50645027,51,8,1,1
59153874,51,8,0,3
73517909,51,8,0,2
91601724,51,8,0,2
93501684,51,8,2,3
98890799,51,8,1,1
3527743,52,8,0,2
7250712,52,8,1,1
9951276,52,8,1,3
36665218,52,8,1,1
43060586,52,8,0,2
45688333,52,8,2,2
51810348,52,8,0,4
52762137,52,8,0,2
56708346,52,8,0,2
59153874,52,8,0,3
60781664,52,8,1,2
68593041,52,8,1,3
73104202,52,8,2,2
84492945,52,8,1,3
93039671,52,8,0,2
99529779,52,8,0,3
11734192,53,8,0,1
13151559,53,8,0,2
27363462,53,8,2,3
32322478,53,8,0,2
35366053,53,8,2,4
41653332,53,8,1,4
45326909,53,8,0,2
45688333,53,8,1,2
46193614,53,8,0,3
68593041,53,8,1,3
71878407,53,8,1,1
76873631,53,8,1,2
90037273,53,8,0,1
191852,54,8,1,4
11024863,54,8,0,2
12525672,54,8,0,2
13352084,54,8,1,2
23546242,54,8,1,2
30053219,54,8,0,3
35366053,54,8,2,4
42420903,54,8,1,3
47633695,54,8,0,1
59978693,54,8,1,2
63540335,54,8,0,2
63838234,54,8,0,3
77498912,54,8,2,3
92664792,54,8,0,3
6700950,55,8,1,2
12316212,55,8,1,1
15962179,55,8,1,2
47498221,55,8,0,3
53126014,55,8,0,3
67118727,55,8,1,4
70265365,55,8,1,3
77498912,55,8,1,4
88691400,55,8,0,2
15962179,56,8,1,2
17500475,56,8,0,2
18099562,56,8,1,2
31612997,56,8,0,2
50069777,56,8,2,4
51435602,56,8,1,1
69403741,56,8,1,2
71547489,56,8,0,2
88452131,56,8,1,6
97802893,56,8,1,2
12331881,57,8,0,2
15325654,57,8,1,3
30098436,57,8,0,2
33844715,57,8,2,2
34509589,57,8,1,2
39682715,57,8,0,3
42787098,57,8,0,2
47068104,57,8,0,2
50069777,57,8,0,5
68888327,57,8,1,1
73737355,57,8,0,3
80341049,57,8,0,2
3017864,58,8,0,1
6019848,58,8,0,3
10260828,58,8,0,1
13064364,58,8,1,1
17671406,58,8,1,3
38619008,58,8,1,1
54566362,58,8,0,1
70265365,58,8,1,3
73737355,58,8,0,3
88452131,58,8,0,4
22465049,59,8,2,2
26139881,59,8,2,2
32322478,59,8,0,3
44482015,59,8,1,2
53674706,59,8,0,2
54021828,59,8,0,2
61856416,59,8,0,2
64215027,59,8,0,4
73950102,59,8,0,2
79499710,59,8,1,3
87605962,59,8,0,2
88452131,59,8,0,3
17671406,60,8,0,3
23695189,60,8,0,2
32322478,60,8,0,3
36634027,60,8,0,2
42697615,60,8,1,2
44354138,60,8,1,1
90792660,60,8,1,2
2419426,61,8,0,5
5607325,61,8,1,2
13658572,61,8,0,3
28498642,61,8,1,2
30436651,61,8,0,3
33283970,61,8,0,3
53910705,61,8,1,4
67850811,61,8,0,4
95595626,61,8,1,2
10524158,62,8,0,2
15962179,62,8,1,2
28167559,62,8,0,2
46451799,62,8,0,4
55927012,62,8,2,1
88452131,62,8,0,3
1320461,63,8,0,3
28167559,63,8,0,3
30436651,63,8,0,4
50030040,63,8,1,3
81911097,63,8,0,5
84119972,63,8,0,5
19937565,64,8,1,2
42625124,64,8,1,1
67118727,64,8,0,3
67850811,64,8,0,3
73737355,64,8,1,3
76436776,64,8,0,1
3720942,32,7,0,1
6013253,32,7,0,1
8401650,32,7,1,2
17133068,32,7,1,1
22419606,32,7,0,1
22816736,32,7,0,1
24412273,32,7,0,2
28996305,32,7,0,2
32676820,32,7,0,2
35410310,32,7,1,2
36128814,32,7,0,1
43056143,32,7,0,2
44231087,32,7,1,2
47179671,32,7,1,2
47673190,32,7,1,1
47985979,32,7,1,1
48421656,32,7,0,2
55354439,32,7,1,1
56488686,32,7,0,2
58254976,32,7,0,1
59114561,32,7,1,1
61998914,32,7,0,1
65748073,32,7,0,2
69304753,32,7,0,1
71621988,32,7,0,1
72499514,32,7,0,1
74158111,32,7,0,2
75871887,32,7,0,2
84424682,32,7,0,1
85136146,32,7,1,1
89366444,32,7,1,1
89395803,32,7,1,1
90981461,32,7,1,1
94147915,32,7,1,2
94448211,32,7,0,1
95374685,32,7,0,2
95563756,32,7,0,2
95681653,32,7,1,1
97310324,32,7,0,2
5789964,33,7,0,1
8401650,33,7,1,3
8643123,33,7,0,1
15797803,33,7,0,2
19704072,33,7,1,2
24642555,33,7,1,2
24837678,33,7,0,1
25289033,33,7,0,1
32832605,33,7,0,2
37263019,33,7,0,1
39424511,33,7,0,1
40254566,33,7,0,2
48332872,33,7,2,2
50266368,33,7,0,2
52751770,33,7,0,2
55067248,33,7,0,3
56342871,33,7,0,1
56444630,33,7,0,2
62424866,33,7,1,3
64106600,33,7,0,3
66377519,33,7,0,1
70332866,33,7,0,1
71498006,33,7,0,2
71683316,33,7,1,2
75631263,33,7,0,2
76725768,33,7,1,2
77644252,33,7,1,2
78712329,33,7,0,2
78773498,33,7,1,1
80760341,33,7,1,1
81863161,33,7,1,2
83040214,33,7,0,2
87059683,33,7,0,1
87652723,33,7,1,1
90171334,33,7,0,2
91289377,33,7,1,1
91515596,33,7,0,2
93676108,33,7,0,1
95722614,33,7,0,2
96208763,33,7,1,2
97661179,33,7,1,1
98058699,33,7,1,1
4062723,34,7,0,1
7545068,34,7,0,1
8395668,34,7,1,2
9596656,34,7,1,1
18730259,34,7,1,2
22619577,34,7,1,2
25429554,34,7,1,1
26227922,34,7,1,2
31721245,34,7,2,2
31830576,34,7,1,1
33181277,34,7,0,2
34392318,34,7,1,4
35355917,34,7,0,2
39306371,34,7,0,1
39333254,34,7,0,1
40254566,34,7,0,3
53664945,34,7,1,2
54951015,34,7,1,2
64106600,34,7,1,3
67162679,34,7,1,1
70970502,34,7,1,1
74912150,34,7,1,2
75871887,34,7,1,2
76725768,34,7,1,2
78712329,34,7,0,2
84694381,34,7,1,1
85951105,34,7,1,1
86497080,34,7,0,2
89143734,34,7,0,2
89962244,34,7,0,1
91971484,34,7,1,1
93032581,34,7,0,1
97697985,34,7,0,2
98050773,34,7,0,2
98794276,34,7,1,1
692775,35,7,0,3
4193489,35,7,0,2
14395707,35,7,0,1
22297992,35,7,0,2
23441244,35,7,0,1
26484758,35,7,1,3
32030913,35,7,1,1
36180262,35,7,1,2
41694687,35,7,0,5
41818773,35,7,0,2
45647577,35,7,2,2
46831668,35,7,1,1
48126898,35,7,1,1
48332872,35,7,1,2
53641537,35,7,0,1
56703046,35,7,2,2
57489427,35,7,1,2
58274534,35,7,1,1
59052433,35,7,1,3
62798555,35,7,0,2
65235288,35,7,0,2
66961456,35,7,0,1
71289212,35,7,1,1
72853703,35,7,0,2
75591895,35,7,0,2
76725768,35,7,1,3
78301058,35,7,1,1
79048263,35,7,1,2
87966440,35,7,1,2
90150815,35,7,0,1
91392397,35,7,1,2
92955796,35,7,0,3
93001263,35,7,1,2
96085249,35,7,1,1
97689082,35,7,0,1
2162147,36,7,1,2
4193489,36,7,0,2
4832297,36,7,1,1
11906657,36,7,1,3
20506904,36,7,1,2
22297992,36,7,0,2
29382274,36,7,0,2
38940527,36,7,2,1
40208801,36,7,1,2
42592537,36,7,1,2
48332872,36,7,0,2
50614706,36,7,1,1
52073578,36,7,0,2
55577804,36,7,0,1
59052433,36,7,1,3
69116142,36,7,0,1
69754853,36,7,0,1
70152561,36,7,0,2
70176378,36,7,1,1
72853703,36,7,0,2
79710376,36,7,0,1
83542572,36,7,0,2
84131051,36,7,1,1
96452238,36,7,1,2
98384909,36,7,1,1
7086905,37,7,0,1
10261583,37,7,2,1
11778697,37,7,0,2
14035954,37,7,1,2
15051506,37,7,0,2
23378732,37,7,1,1
24739239,37,7,0,3
25580070,37,7,2,1
34479120,37,7,1,3
36632822,37,7,0,1
36893170,37,7,0,1
37530699,37,7,1,3
39520456,37,7,1,1
43573558,37,7,0,2
46171184,37,7,0,2
46301486,37,7,1,2
48032247,37,7,1,2
49545839,37,7,0,1
53700428,37,7,0,1
54049623,37,7,0,2
61881048,37,7,0,2
64322064,37,7,0,1
68578141,37,7,0,2
69274751,37,7,1,3
83938974,37,7,0,2
84820364,37,7,0,2
97993173,37,7,0,1
98419047,37,7,0,1
768951,38,7,0,2
4226646,38,7,0,1
5615479,38,7,0,2
6836988,38,7,1,3
10261583,38,7,2,1
10434862,38,7,1,1
12707209,38,7,0,3
12713025,38,7,0,2
18491940,38,7,0,1
22918307,38,7,0,2
24712167,38,7,1,2
33838056,38,7,0,1
37474011,38,7,0,1
40850895,38,7,1,1
43573558,38,7,0,2
47459582,38,7,0,1
49236138,38,7,0,1
50989859,38,7,2,2
52111208,38,7,1,1
52352818,38,7,0,1
60191603,38,7,1,1
61715023,38,7,1,2
62798555,38,7,0,2
68050569,38,7,0,1
73669444,38,7,0,1
82482862,38,7,0,2
86812912,38,7,1,1
87443967,38,7,0,1
93689400,38,7,0,1
97010090,38,7,0,2
98544489,38,7,0,2
5247292,39,7,1,1
5454618,39,7,0,3
16554412,39,7,1,3
16915889,39,7,1,3
24793501,39,7,2,1
44058214,39,7,0,4
44307445,39,7,0,2
47459582,39,7,0,2
48332872,39,7,0,2
60963995,39,7,1,2
60980769,39,7,0,2
61068131,39,7,1,2
986649,40,7,0,1
2020964,40,7,0,2
2689054,40,7,0,1
6706196,40,7,1,2
7021950,40,7,0,1
8512039,40,7,1,2
10241562,40,7,0,1
21633920,40,7,2,1
21710991,40,7,0,1
29941552,40,7,1,1
31476545,40,7,0,2
42452365,40,7,0,1
44058214,40,7,0,4
46925973,40,7,1,2
50044592,40,7,0,2
57956774,40,7,1,1
64575432,40,7,1,2
71719802,40,7,1,1
75534438,40,7,0,2
79309899,40,7,0,1
84201936,40,7,0,1
91237244,40,7,1,1
97412534,40,7,1,1
8056160,41,7,0,1
9897656,41,7,0,1
11319167,41,7,2,2
13430627,41,7,0,2
14013794,41,7,0,2
14618047,41,7,1,2
18794637,41,7,1,2
23173208,41,7,0,1
36081610,41,7,0,1
37313181,41,7,0,2
43056143,41,7,1,4
48332872,41,7,1,2
51973152,41,7,0,1
53201931,41,7,2,2
55278752,41,7,1,2
55578375,41,7,1,1
56802070,41,7,0,1
62942672,41,7,0,2
68988287,41,7,0,1
73129986,41,7,1,1
88443270,41,7,1,1
96481541,41,7,1,2
8944240,42,7,0,2
11319167,42,7,1,2
17288473,42,7,1,2
18553991,42,7,0,2
19427988,42,7,1,1
20492232,42,7,0,2
20779146,42,7,1,1
26058885,42,7,1,1
26627745,42,7,0,1
28825313,42,7,0,3
30226747,42,7,1,2
33266220,42,7,0,1
34711909,42,7,0,2
42938630,42,7,1,2
45057154,42,7,0,3
46984251,42,7,0,2
48332872,42,7,1,2
48379755,42,7,0,2
48423641,42,7,1,1
55947868,42,7,0,1
64280949,42,7,1,1
65358998,42,7,2,3
74378832,42,7,0,2
85049264,42,7,1,2
92136217,42,7,0,2
92357851,42,7,1,2
95671270,42,7,1,1
96951007,42,7,0,2
99948847,42,7,0,2
4576634,43,7,0,4
6143546,43,7,1,1
9509804,43,7,0,3
14692792,43,7,1,1
28682957,43,7,0,3
35087174,43,7,1,2
40836732,43,7,1,1
42425536,43,7,0,1
54844681,43,7,2,1
62657156,43,7,1,4
63244027,43,7,0,1
68983320,43,7,0,2
88452131,43,7,1,2
94173509,43,7,0,1
2224771,44,7,1,2
9157995,44,7,0,3
10874968,44,7,0,2
12902712,44,7,0,3
14148816,44,7,1,3
18999419,44,7,1,1
20645978,44,7,0,2
28825313,44,7,1,2
35521593,44,7,0,2
42687907,44,7,1,2
44378223,44,7,0,2
47759744,44,7,0,1
52184461,44,7,0,1
52678064,44,7,1,2
55242165,44,7,0,3
61758655,44,7,0,2
63746694,44,7,2,1
64550740,44,7,1,3
77262890,44,7,0,2
77666505,44,7,0,1
79027472,44,7,1,2
82638083,44,7,1,1
85210881,44,7,1,4
86547317,44,7,1,1
86554192,44,7,0,1
90562273,44,7,1,1
24110530,45,7,0,2
25462699,45,7,0,2
48678224,45,7,0,1
58770980,45,7,0,3
59161123,45,7,1,4
64215027,45,7,0,2
67435847,45,7,1,3
74345935,45,7,2,1
88359012,45,7,0,2
96951007,45,7,1,2
99307081,45,7,0,2
9550082,46,7,2,3
19984617,46,7,0,1
22095162,46,7,1,3
24110530,46,7,0,2
30798527,46,7,0,2
41653332,46,7,1,2
47405272,46,7,0,3
50293156,46,7,0,3
50435386,46,7,0,2
56198539,46,7,1,2
64550740,46,7,1,4
67322705,46,7,1,3
72023499,46,7,1,1
73009392,46,7,0,1
83078878,46,7,0,3
84056595,46,7,0,2
84400628,46,7,1,1
89258650,46,7,2,1
95003952,46,7,0,1
95384774,46,7,1,1
96951007,46,7,2,2
98821096,46,7,1,2
99332442,46,7,0,3
99529779,46,7,0,2
885952,47,7,0,1
20612225,47,7,0,1
21230297,47,7,0,1
22831341,47,7,0,2
32459131,47,7,0,1
41009129,47,7,1,1
41546538,47,7,1,1
43618774,47,7,1,3
56501632,47,7,1,2
60576707,47,7,1,4
67241470,47,7,0,3
68782308,47,7,2,2
69387007,47,7,1,2
72023499,47,7,1,2
77132057,47,7,0,2
77743764,47,7,0,1
80127943,47,7,1,3
96820528,47,7,0,3
1357227,48,7,0,3
9877483,48,7,0,1
18820163,48,7,0,1
19862325,48,7,1,2
24355297,48,7,1,2
25661232,48,7,1,3
27158832,48,7,0,3
27363462,48,7,0,3
29835270,48,7,0,1
32516906,48,7,1,3
41009129,48,7,1,1
45688333,48,7,0,2
47871570,48,7,0,4
57030525,48,7,1,1
61950009,48,7,2,4
66464732,48,7,1,1
72023499,48,7,0,2
80799337,48,7,1,3
2328173,49,7,0,2
10474699,49,7,1,2
11512130,49,7,1,3
16463659,49,7,0,2
22095162,49,7,0,3
35366053,49,7,2,3
37140762,49,7,2,1
37311982,49,7,1,3
45222569,49,7,1,2
45688333,49,7,1,2
72023499,49,7,0,2
79841597,49,7,0,1
82763398,49,7,0,4
90917526,49,7,1,1
4134537,50,7,0,3
10301911,50,7,0,3
10474699,50,7,2,2
17813923,50,7,1,4
21039704,50,7,1,5
32133634,50,7,1,1
34022126,50,7,1,1
44717822,50,7,0,1
45222569,50,7,1,2
45492062,50,7,0,3
45688333,50,7,1,2
47559510,50,7,1,2
52678064,50,7,0,3
55125477,50,7,1,1
58656116,50,7,0,2
65851071,50,7,1,1
73737355,50,7,2,4
76375561,50,7,0,2
77132057,50,7,0,2
80197616,50,7,1,2
87545702,50,7,1,1
87904645,50,7,2,2
